komentarClean,cluster,prediksi_sentimen
indonesia program guruppg sertifikasi kuliah sdah terwakilisaya mantan guru honorer bln,5,negative
dicermati pakai logika dasar lingkaran dunia pekerjaan berasal guru mengajar gaji kalah,5,negative
malaysia gaji guru lumayan lorr,5,positive
bg guru honor kerjanya mencerdaskan anak bangsa gaji bercanda,5,negative
kualitas guru mmng bner q hobinya guru seh,5,positive
calon guru spd berguguran berjuang pindah jalur kerja linear pendidikan faktor ekonomi,5,positive
guru pns diangkat gajinya juta sdah gaji juta,5,negative
guru honorer pagi siang siang istrahat bentar sore ngajar les jam malam istrht kerja malam dihotel,5,positive
temanku guru pns gajihnya juta miris temanku guru honor gajihnya juta sebulan bayar,5,negative
join psi angkat isu gaji guru level profesi,5,negative
kualitas guru bayaran guru sistem pendidikan,5,positive
guru honorer pelosok dibayar jam jajan murid gajihnya,5,positive
gaji dpr alokasikan guru,5,negative
sekolah gajinya perbulan cuman ribu guru sekolah enjoy guru karens gaji,5,negative
cita pengen guru sd seneng anaktapi realita sedih yaacoba gaji tunjangan anggota dpr setara guru yak,5,positive
guru diambil terbaik sistem pendidikannya terbaik,5,positive
guru honorer lowongan transparan kesepakatan sekolah,5,negative
kasir indomerit jam kerja jam guru jam,5,positive
guru honorernya guru negrinya tannya bpk guru pensiunan jtaankl aktif x gaji kartu keluarga,5,negative
gaji guru indonesia ribu rupiah msia juta rupiah rmk,5,negative
tetanggaku guru honorer sebulannya ribu lho,5,negative
istilah pahlawan tanda jasa luruskan guru butuh asupan,5,positive
hrsnya mnjdi guru top lulusannya digaji shg fokus ngajar prlu mikirin smbilan,5,negative
mtk pnting guru nyagw suka mtk kls sma guru enak jelasin ngajar sukaskrg suka mtk,5,negative
guru agama anak murid bacaan alquran pahala dpt guru mengajar kannya,5,negative
tangkap manusia indo anak lahir guru butuh byj,5,negative
kelas siswa guru sanggup siswa kelas kelas guru guru,5,positive
pembagian honor guru dikurangi merata swasta mahal byr guru,5,negative
guru honorer daerah gaji sk kontrak kerja kadang sk kontrak gaji,5,negative
bnr kdng guru pel fokus agama muridnya real ngalamin sndri,5,negative
dibenahi seleksi guru birokrasi adm pegawai guru lulus pindah,5,negative
kualitas guru top gajinya,5,positive
guru honorer gaji rbu thn an hidup cari kerja suka ngajar,5,positive
benerrrr sempet pengen guru dilarang ortu gara gajinya nyerah impian sedih realita guru indo,5,negative
sbenarnya negeri sbelum terima guru intern bagus pekerjakan nggak cut,5,positive
gaji guru disana bner dipilih kualitas dsini gurunya smpe kualitasnya hadehh,5,positive
guru solusi kerja sampingan penghasilan tambahan me fungsinya mk kewirausahaan fkip,5,negative
benahi sulit guru tes pns online pns pintar,5,positive
mudahan pemerintah subsidi silang gaji guru daerah timur dibangun sekolah bersetara internasional daerah timur indonesia,5,positive
pendataan gurupeningkatan kesejahteraan guru honorer pngangkatan guru honorer mjd dikmenagdikmdikbud dikelolah kmdikbud,5,negative
sihh parah kadang ngajarny lebi effort guru honorer dripd guru pns,5,negative
liat guru sekolah negri ngurusin loh,5,negative
keinget smp guru kelas muridnya nyatet,5,positive
gaji guru menjanjikan indonesia pns terpaksa,5,positive
guru honorer gaji ribu,5,negative
true sempet emosi mendengar kualitas guru indonesia pembicaraanya,5,positive
guru honorer digaji dibawah rbbln pondasi aturan salah acuannya kesanggupan apbd sulit,5,negative
guru adl pahlawan tnp tnd jasa berasa,5,positive
guru indonesia diterima kerja dimana guru terpaksa guru gada pilihan,5,positive
korea guru profesi minatnya,5,negative
prlu dperbaiki gaji guru honorer biasany bner mementingkan pendidikan mskpn dbayar murah,5,positive
true story both my parents guru alm guru idupnya pasan,5,negative
be like negeri dibandingkan konoha sedih liat guru gajinya kecilpadahal cerdaskan negara sulittttt,5,negative
gaji guru guru pns berdasarkan mengajarkan lulus kkm lulus kkm guru,5,negative
china berani menghabiskan uang anaknya masuk perguruan bagus kualitas guru indo,5,negative
diluar nun disana guru kelas murid kelas didalam disni murid kelas guru kelas cmiiw please,5,positive
lulusan s guru honorer smk negeri gaji ribu nyimak,5,negative
sumpah smp swasta gurunya ngajarnya seru paham negri smk tai gurunya kecuali guru olahraga,5,negative
sma pinter realita kebanyakan ambil guru gajinya rendah,5,negative
guru mate masuk kelas kasih latihan latihannya susah pelajari,5,positive
guru honorer guru berkwalitas gaji negara,5,negative
tunjangan tunjangan jabatan dpr polisi dana pensiunan alokasikan guru bagus,5,positive
terbesar gaji bnyak guru gajibukan gurudilema,5,negative
gampanggaji pejabat kurangiarah guru,5,negative
realita pola pikir guru rubah mrinding pindah kerja sekolah kedesa,5,negative
gaji guru dpr gajinya puluhan juta,5,positive
guru indonesia kuliahnya ut lgsg wisuda,5,negative
guru indo fokus urusan administrasi pengajaran,5,negative
kualitas guru kualitas pemimpin negaranya,5,positive
guru lapangan mslhnya bkn gaji kompleks buangetttt,5,negative
profesi gurupengajar pandanganku sosok hebat panutan menurunkan ilmu bkn sembarang guru,5,negative
bnyk lowongan guru biarpun guru sd ak kenyataannya bnyk kenalanku guru,5,negative
gaji ditambah pppk cpns banyaknya formasinya kebutuhan guru,5,negative
guru pns jaya sertifikasi dekali gaji umr honorer sedih umr,5,negative
guru honorer gajinya rbbulan banguntungnya moto kementriannya ikhlas beramal,5,negative
utamakan bangunan proyek menguntungkan guru urusan,5,negative
jujur ngerasain guru honorer memutuskan karyawan swasta,5,negative
almarhumah bunda guru bimbel private gajinya an dikasih bonus dikasih rebu,5,negative
temenku guru bantik stir sekretaris gajinya bny,5,negative
guru gajinya guru,5,negative
guru sekolah international berkelas gaji mainirwan prasetiyo,5,negative
gaji guru segara pintar bersaing guruyg guru dikmpung pst ngrt pinter sk bersaing perusahaan,5,negative
guru pengajar penggerak bangsa kualitas guru pengajar,5,positive
kualitas guru kualitas pemerintahan,5,positive
guru pilih bayar rendah perbulan gurunya,5,negative
entahla gaji guru indo,5,negative
kuliah keguruan temen pengen guru,5,negative
kwalitas guru ditingkatkan guru niat dn penghasilan,5,negative
sekolah swasta guru bayar mahal masi ngajarnya,5,negative
carikan lowongan guru negara maju hehehe,5,positive
nadiem makarim fanbase nadien gaji guru,5,negative
sekolah guru honorer pegawai negeri,5,positive
pendidik indo mental guru gajinya,5,negative
pemerintahnya kebijakan guru,5,negative
kakak gwe guru lulusan s honorer ribu perbulan kalah gwe njirr gee smk,5,negative
guru honorer gajinya dikit pns ngajuin surat pindah mengajar ngajar tanah kelahiran,5,negative
pembentukan keilmuan guru,5,negative
setujuu suka ngajar bikin modul guru gajinya hidup layak,5,positive
tes masuk guru kyak tes masuk kedokteran gajinya gede setara dokter susah masyarakat,5,negative
temenku guru kuliah universitas terbuka masukngerjain mate,5,negative
guru negara maju berfikir siswanya pintar guru indonesia berfikir besok makan belanja uang,5,positive
bner guru fondasi membangun negeri,5,positive
kurikulumnya berubah bagus kurikulum belajar asik guru asik guru bnyk titipan kontrak,5,negative
istri guru gajihnya seikhlasnya,5,negative
honorer gaji gopek,5,negative
alm honorer guru gajian,5,negative
gaji guru anggota dpr mpr,5,positive
sekloah sma favorit salah provinsi guru murid kong kalikong menyontek uan,5,negative
guru negeri makmur denger jakarta guru negeri mapan,5,positive
guru diperhatikan profesi seleksi posisi dunia pendidikan indo,5,positive
gaji guru cilik biaya pembangunan sekolahnya wahhh hahaha ups,5,negative
pensiun dpr gaji guru,5,negative
fyi guru honorer gaji ribu,5,negative
guru dijanjikan guru pppk test cbt giliran lulus pg nasibnya digantung anggarannya piye to ki,5,negative
gajinya guru dinaikkan,5,negative
guru smp gajinya ribu ngajar ribu brgkt jam pulang jam,5,positive
guru honorer ribu sebulan,5,negative
lahh ngakak vtnya wajar gaji honorer dikit kapasitas lu segitu tes cpns kaga lulus guru pns sertif juta,5,negative
masuk fakultas guru indo mudah mohon maaf tersinggung kenyataannya,5,negative
indonesia ukuran guru penghargaan pengabdian jarang ditentukan kualifikasi,5,positive
guru anak anak halaman pr anak murit guru liat google bikinya,5,negative
gaji guru dinaikan pintar berminat guru seleksi mnjadi guru ketathanya lulusan terbaik hrs,5,positive
sekolah negeri diomongin komen guru swasta perbulannya jutaan gaji gurunya gede dpt umr ngajar sdsma,5,positive
guru honorer bikin live stream gift,5,negative
guru sma honorer ngajar kelas buka les an ngajar les,5,negative
gaji guru gaji perawat vital dibanding lulusan sma kerja perusahaan lucu,5,negative
cita guru terhalang realitaaa,5,negative
hilangin subsidi bensin guru mgkn,5,negative
gaji guru daerah pelosok,5,negative
guru suka ngasih tugas prakarya buka jasa bikin prakarya tua br nyadar gaji,5,negative
minat guru gajinya lolos ptn perguruan istilahnya pilihan,5,negative
guru sebanding berminat fokus mengajar,5,negative
subsidi dialihkan gaji guru gurunya kualitas international menspesifikasikan guru berkualitas,5,positive
guru honorer dosen luarbiasa parah kuliah s s susah mahal gaji ribu kewajivan nulis jurnal,5,negative
bilang wajar gaji guru upah dunia akhirat salah bilangnya takut salah,5,negative
guru sekolah swasta tersohor gajinya gede horror gaji guru honorer,5,negative
lulusan pendidikan matematika minat guru gajinya becanda,5,positive
guru sekolah honorer jarang masuk guru,5,negative
betull contohnya guru guru ditempat bimbel go dllmereka materi mudah pahamidan guru pakai,5,positive
guru gampang skarang kuliah pendidikan guru guru tes dl dipilih benerberkualitas,5,negative
sistem pendidikan samapai gaji guru diperbaiki,5,negative
uang pensiunan dpr bagusnya dialokasikan gaji guru politisi pns daya ruu,5,positive
bilang guru pusing mikir uang makan ngajar tenang istilahnya awkoawko,5,negative
support guru honorer guru spy profesii mulia dihargai pemerintah menindaklanjutinya,5,negative
jermantentu guru spt bgmn standart guru,5,negative
jdiin guru kerja impian gaji mantep pinter tertarik kualitas bagus gaji chuaks,5,positive
pili terbaik jdkan guru kasi gaji bsar guru kencing berdiri murid kencing berlari,5,positive
guru sibuk byar murid pinter guru sibuk byar hidupnya,5,negative
guru bilang honorer dpt perbulan kah,5,negative
lulusan fkip guru,5,negative
ngajar gaji say nikah suami guru honor ribu indonesia,5,negative
kmren ngobrol anak kls sd guru pekerjaan mulia based on money,5,positive
kesejahteraan ekonomi guru fokusnya terbagi guru digaji ribu nyambi mencari penghasilan,5,negative
nyanyi guru pahlawan tanda jasa,5,positive
mari pemerintah perbaiki sistem perekrutan guru kesejahteraan fasilitasi mengajar,5,positive
gaji guru nasibnya berubah ayah guru calon guru karyawan pabrik,5,negative
jerome polin guru indonesia,5,negative
indomerit indomerit peduli drp ngegaji honorer guru kiki gaji indomerit pintar mengelola,5,positive
guru smk masak pintar muridnya gurunya,5,negative
guru gajinya ribu sebulan,5,negative
sejahterakan guru tenaga kesehatan,5,positive
gaji guru guru pondasi generasi penerus bangsa dipilih berkualitas,5,negative
bertemu guru sungguh pns guru,5,negative
mariaaa ajahhahahaha feel u guru horor,5,positive
guru indo mementingkan rambut,5,negative
kerja indomaret guru,5,negative
guru pns ngajar siswa bayar spp dapet gaji tua,5,negative
sekolah elit gaji guru,5,negative
guru diseleksi dn dipilih terbaik gaji guru ditinggikan harga anak pintar berp,5,positive
guru honorer gaji rebu muridnya dpr gaji puluhan juta,5,positive
guru gampang kadang pintaran siswa,5,negative
negara maju gaji guru dosen dokter hakim fokus ngajar pengembangan keluarga mrka dicukupi olh negara,5,negative
doain ruu sisdiknas gaji guru asn juta ky tetangga,5,negative
serba repot pinter profesi guru gaji guru akademis pemerintah menaikkan kemampuan sulit,5,positive
plpg ppg kurikulum orde ganti kurangnya jmlh guru sekolah mengambil honorer tnpa seleksi,5,negative
gaji guru pns gede tunjangan sertifikasi guru honor tergantung kemampuan daerahnya gaji ump,5,positive
pngen nyerah guru guru panggilan jiwa,5,negative
kemarin fyp guru sebulan gajinya ribu nyari pekerjaan sampingan,5,negative
guru honor gajinya main main,5,negative
pernyataan kualitas guru murid pintar bimbel sekolah sukses ngaku berkat didikannya,5,positive
guru gajinya makmur anggota dpr gajinya segede gaban,5,positive
dana lpdp naikin kesejahteraan guru,5,positive
kadang heran temen milih guru gajinya emng passion dsana,5,negative
budaya sekolah guru dewa disentuh salah,5,negative
kebanyakan guru honorer gajinya keci,5,negative
gaji guru honorer jam mati ngajar jam seminggu x sebulan dihitung seminggu,5,negative
guru tk gajinya cuman perbulan,5,negative
guru pns dki gajinya lumayan gede,5,negative
gaji guru gaji anggota dpr guru jasanya anak bangsa,5,positive
guru honorer guru pns gajinya lumayan kualitasnya membaik,5,negative
guru sekolah gaji mengajar kebutuhan sehari dicukupin le,5,negative
guru penuhi kebutuhan cari kerja sampingan kerja sampingan memilih guru,5,negative
sabar tunggu berprofesi guru,5,positive
guru menampik ttg mutu guru cek kelakuan murid jelasin pelajaran selang menit anak,5,negative
administrasi guru mengajar,5,negative
ditambah universitas pendidikan bandung promosi sekolah sekolah menekankan masuk jurusan pendidikan guru,5,positive
masuk pengen guru sistem masuk jurusan pendidikan dibedain,5,negative
kuliah thn gaji sebulannya kuat biayain ukt semester biaya hidup jarang minat guru,5,positive
gaji guru guru smk loh,5,negative
irwan prasetiyo kaget baca langsung komentar guru indonesia istri gaji rbbulan,5,positive
dpr gaji pns tentarapolisitapi liat guru,5,negative
kualitas guru skolah swasta,5,positive
lulus kuliah guru smk sebulan kaget digaji ribu memutuskan tki taiwan,5,negative
guru mainnya tiktok,5,negative
gaji guru pns uda makmur smoga indonesia depannya,5,positive
gajinya gede label pns memble guru non pns gaji gede dpr,5,negative
gaji guru ribu sebulan gurunya belajar internet susah beli kuota,5,negative
jepang guru pekerjaan diminati gajih tunjangannya,5,negative
trs ngajar guru ngaruh taun bljr mat minat kls ganti guru,5,positive
kiki honorernya gede rebu istri guru smp pendapatan kiki sebulan,5,negative
seandainya gajitunjangan guru setara pejabat berlomba lomba pinter,5,negative
hargai guru pemerintah,5,negative
gaji guru honorer uang infag,5,negative
kakak guru honorer gajinya cuman ribu,5,negative
kwalitas guru hrs tingkat,5,negative
dl mikir gaji guru minim sukses guru,5,positive
sihh guru tk ngajarin super sabar gajinya nyampe juta heran negeri,5,positive
pintar cari uang nangung guru,5,positive
mak guru emabg gaji bat,5,negative
tenaga honorer dihapus loh pemerintah guru honorer,5,positive
kawan guru honorer indonesia,5,positive
guru mata pelajaran kimia sayaguru honordi semestersma ngajar belajar cpns pns,5,negative
pendidikan pundak guru bg keluarga masyarakat pendidikan segi kognitif,5,positive
guru mendengarkan kalimat guru pelayan anak bangsa gaji terbesar muridnya berhasil,5,positive
rajin honorer guru pns dilapanganrata kecuali disekolah elit bedaterkadang kalah jabatan inovasi,5,positive
tempatku kkn guru honorer sebulan cman bayar ribu perbulan sekolah swasta,5,negative
jujur passion ngajar lulusan sarjana pendidikan milih guru gajinya,5,negative
pokoknya konoha dpr guru,5,positive
kabcianjur guru honorer th ribu gatau brp,5,negative
